disease_id,disease_name,disease_name_upper
17332,pyoderma gangrenosum-acne-suppurative hidradenitis syndrome,PYODERMA GANGRENOSUM-ACNE-SUPPURATIVE HIDRADENITIS SYNDROME
17334,12q15q21.1 microdeletion syndrome,12Q15Q21.1 MICRODELETION SYNDROME
17336,fatal infantile hypertrophic cardiomyopathy due to mitochondrial complex I deficiency,FATAL INFANTILE HYPERTROPHIC CARDIOMYOPATHY DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY
17348,lymphoepithelial-like carcinoma,LYMPHOEPITHELIAL-LIKE CARCINOMA
17349,myopericytoma,MYOPERICYTOMA
17353,neonatal glycine encephalopathy,NEONATAL GLYCINE ENCEPHALOPATHY
17354,infantile glycine encephalopathy,INFANTILE GLYCINE ENCEPHALOPATHY
17357,transient hyperammonemia of the newborn,TRANSIENT HYPERAMMONEMIA OF THE NEWBORN
17382,familial clubfoot due to 5q31 microdeletion,FAMILIAL CLUBFOOT DUE TO 5Q31 MICRODELETION
17383,familial clubfoot due to PITX1 point mutation,FAMILIAL CLUBFOOT DUE TO PITX1 POINT MUTATION
17384,acute generalized exanthematous pustulosis,ACUTE GENERALIZED EXANTHEMATOUS PUSTULOSIS
17388,celiac trunk compression syndrome,CELIAC TRUNK COMPRESSION SYNDROME
17389,tetrahydrobiopterin-responsive hyperphenylalaninemia/phenylketonuria,TETRAHYDROBIOPTERIN-RESPONSIVE HYPERPHENYLALANINEMIA/PHENYLKETONURIA
17395,fixed pigmented erythema,FIXED PIGMENTED ERYTHEMA
17399,"frontotemporal dementia, right temporal atrophy variant","FRONTOTEMPORAL DEMENTIA, RIGHT TEMPORAL ATROPHY VARIANT"
17412,2q31.1 microduplication syndrome,2Q31.1 MICRODUPLICATION SYNDROME
17413,Reunion island Larsen syndrome,REUNION ISLAND LARSEN SYNDROME
17418,chronic intestinal failure,CHRONIC INTESTINAL FAILURE
17426,postaxial polydactyly of fingers,POSTAXIAL POLYDACTYLY OF FINGERS
17440_17482_17483_17485,humeral agenesis/hypoplasia,HUMERAL AGENESIS/HYPOPLASIA
17441,congenital absence of upper arm and forearm with hand present,CONGENITAL ABSENCE OF UPPER ARM AND FOREARM WITH HAND PRESENT
17454,triphalangeal thumb-polysyndactyly syndrome,TRIPHALANGEAL THUMB-POLYSYNDACTYLY SYNDROME
17455_17521_17522,hyperphalangy,HYPERPHALANGY
17456_17535_17536_17538,central polydactyly of fingers,CENTRAL POLYDACTYLY OF FINGERS
17462,congenital pseudoarthrosis of the tibia,CONGENITAL PSEUDOARTHROSIS OF THE TIBIA
17463,congenital pseudoarthrosis of the femur,CONGENITAL PSEUDOARTHROSIS OF THE FEMUR
17464,congenital pseudoarthrosis of the fibula,CONGENITAL PSEUDOARTHROSIS OF THE FIBULA
17465,congenital pseudoarthrosis of the radius,CONGENITAL PSEUDOARTHROSIS OF THE RADIUS
17466,congenital pseudoarthrosis of the ulna,CONGENITAL PSEUDOARTHROSIS OF THE ULNA
17467,tibio-fibular synostosis,TIBIO-FIBULAR SYNOSTOSIS
17476_17477,limb hypertrophy,LIMB HYPERTROPHY
17484,"femoral agenesis/hypoplasia, unilateral","FEMORAL AGENESIS/HYPOPLASIA, UNILATERAL"
17488,"ulnar hemimelia, bilateral","ULNAR HEMIMELIA, BILATERAL"
17489,"ulnar hemimelia, unilateral","ULNAR HEMIMELIA, UNILATERAL"
17496,"congenital absence of thigh and lower leg with foot present, unilateral","CONGENITAL ABSENCE OF THIGH AND LOWER LEG WITH FOOT PRESENT, UNILATERAL"
17497,"congenital absence of thigh and lower leg with foot present, bilateral","CONGENITAL ABSENCE OF THIGH AND LOWER LEG WITH FOOT PRESENT, BILATERAL"
17498,"congenital absence of both forearm and hand, unilateral","CONGENITAL ABSENCE OF BOTH FOREARM AND HAND, UNILATERAL"
17499,"congenital absence of both forearm and hand, bilateral","CONGENITAL ABSENCE OF BOTH FOREARM AND HAND, BILATERAL"
17500,"congenital absence of both lower leg and foot, unilateral","CONGENITAL ABSENCE OF BOTH LOWER LEG AND FOOT, UNILATERAL"
17501,"congenital absence of both lower leg and foot, bilateral","CONGENITAL ABSENCE OF BOTH LOWER LEG AND FOOT, BILATERAL"
17502,"acheiria, unilateral","ACHEIRIA, UNILATERAL"
17503,"acheiria, bilateral","ACHEIRIA, BILATERAL"
17504,"apodia, unilateral","APODIA, UNILATERAL"
17505,"apodia, bilateral","APODIA, BILATERAL"
17513,"split foot, unilateral","SPLIT FOOT, UNILATERAL"
17514,"split foot, bilateral","SPLIT FOOT, BILATERAL"
17515,"brachydactyly of fingers, unilateral","BRACHYDACTYLY OF FINGERS, UNILATERAL"
17516,"brachydactyly of fingers, bilateral","BRACHYDACTYLY OF FINGERS, BILATERAL"
17517,"brachydactyly of toes, unilateral","BRACHYDACTYLY OF TOES, UNILATERAL"
17518,"brachydactyly of toes, bilateral","BRACHYDACTYLY OF TOES, BILATERAL"
17519,"symbrachydactyly of hand and foot, unilateral","SYMBRACHYDACTYLY OF HAND AND FOOT, UNILATERAL"
17527,"polydactyly of an index finger, unilateral","POLYDACTYLY OF AN INDEX FINGER, UNILATERAL"
17537,"Preaxial polydactyly of toes, unilateral","PREAXIAL POLYDACTYLY OF TOES, UNILATERAL"
17554_17555,radio-ulnar synostosis,RADIO-ULNAR SYNOSTOSIS
17558,"congenital elbow dislocation, unilateral","CONGENITAL ELBOW DISLOCATION, UNILATERAL"
17559,"congenital elbow dislocation, bilateral","CONGENITAL ELBOW DISLOCATION, BILATERAL"
17560,congenital genu recurvatum,CONGENITAL GENU RECURVATUM
17561,congenital genu flexum,CONGENITAL GENU FLEXUM
17562,"congenital patella dislocation, unilateral","CONGENITAL PATELLA DISLOCATION, UNILATERAL"
17564,"macrodactyly of fingers, unilateral","MACRODACTYLY OF FINGERS, UNILATERAL"
17565,"macrodactyly of fingers, bilateral","MACRODACTYLY OF FINGERS, BILATERAL"
17566,"macrodactyly of toes, unilateral","MACRODACTYLY OF TOES, UNILATERAL"
17567,"macrodactyly of toes, bilateral","MACRODACTYLY OF TOES, BILATERAL"
17585,painful orbital and systemic neurofibromas-marfanoid habitus syndrome,PAINFUL ORBITAL AND SYSTEMIC NEUROFIBROMAS-MARFANOID HABITUS SYNDROME
17586,onychocytic matricoma,ONYCHOCYTIC MATRICOMA
17587,onychomatricoma,ONYCHOMATRICOMA
17589,follicular cholangitis and pancreatitis,FOLLICULAR CHOLANGITIS AND PANCREATITIS
17591,combined pulmonary fibrosis-emphysema syndrome,COMBINED PULMONARY FIBROSIS-EMPHYSEMA SYNDROME
17599,splenic diffuse red pulp small B-cell lymphoma,SPLENIC DIFFUSE RED PULP SMALL B-CELL LYMPHOMA
17603,ALK-negative anaplastic large cell lymphoma,ALK-NEGATIVE ANAPLASTIC LARGE CELL LYMPHOMA
17606,facial nerve palsy due to herpes zoster infection,FACIAL NERVE PALSY DUE TO HERPES ZOSTER INFECTION
17613,intellectual disability-hypotonia-skin hyperpigmentation syndrome,INTELLECTUAL DISABILITY-HYPOTONIA-SKIN HYPERPIGMENTATION SYNDROME
17617,acquired adult-onset immunodeficiency,ACQUIRED ADULT-ONSET IMMUNODEFICIENCY
17618,congenital sucrase-isomaltase deficiency with starch intolerance,CONGENITAL SUCRASE-ISOMALTASE DEFICIENCY WITH STARCH INTOLERANCE
17619,congenital sucrase-isomaltase deficiency with minimal starch tolerance,CONGENITAL SUCRASE-ISOMALTASE DEFICIENCY WITH MINIMAL STARCH TOLERANCE
17620,congenital sucrase-isomaltase deficiency without starch intolerance,CONGENITAL SUCRASE-ISOMALTASE DEFICIENCY WITHOUT STARCH INTOLERANCE
17621,congenital sucrase-isomaltase deficiency with starch and lactose intolerance,CONGENITAL SUCRASE-ISOMALTASE DEFICIENCY WITH STARCH AND LACTOSE INTOLERANCE
17622,congenital sucrase-isomaltase deficiency without sucrose intolerance,CONGENITAL SUCRASE-ISOMALTASE DEFICIENCY WITHOUT SUCROSE INTOLERANCE
17628,myospherulosis,MYOSPHERULOSIS
17642,intellectual disability-microcephaly-phalangeal-facial abnormalities syndrome,INTELLECTUAL DISABILITY-MICROCEPHALY-PHALANGEAL-FACIAL ABNORMALITIES SYNDROME
17659,sporadic hyperekplexia,SPORADIC HYPEREKPLEXIA
17677,focal acral hyperkeratosis,FOCAL ACRAL HYPERKERATOSIS
17691,erythrocyte galactose epimerase deficiency,ERYTHROCYTE GALACTOSE EPIMERASE DEFICIENCY
17692,generalized galactose epimerase deficiency,GENERALIZED GALACTOSE EPIMERASE DEFICIENCY
17695,"glycogen storage disease due to glycogen branching enzyme deficiency, progressive hepatic form","GLYCOGEN STORAGE DISEASE DUE TO GLYCOGEN BRANCHING ENZYME DEFICIENCY, PROGRESSIVE HEPATIC FORM"
17696,"glycogen storage disease due to glycogen branching enzyme deficiency, non progressive hepatic form","GLYCOGEN STORAGE DISEASE DUE TO GLYCOGEN BRANCHING ENZYME DEFICIENCY, NON PROGRESSIVE HEPATIC FORM"
17701,"glycogen storage disease due to glycogen branching enzyme deficiency, adult neuromuscular form","GLYCOGEN STORAGE DISEASE DUE TO GLYCOGEN BRANCHING ENZYME DEFICIENCY, ADULT NEUROMUSCULAR FORM"
17712,combined pancreatic lipase-colipase deficiency,COMBINED PANCREATIC LIPASE-COLIPASE DEFICIENCY
17737,intermediate severe Salla disease,INTERMEDIATE SEVERE SALLA DISEASE
17770,Robinow-like syndrome,ROBINOW-LIKE SYNDROME
17781,12p12.1 microdeletion syndrome,12P12.1 MICRODELETION SYNDROME
17784,Epstein-Barr virus-associated gastric carcinoma,EPSTEIN-BARR VIRUS-ASSOCIATED GASTRIC CARCINOMA
17785,PENS syndrome,PENS SYNDROME
17788,contractures - webbed neck - micrognathia - hypoplastic nipples syndrome,CONTRACTURES - WEBBED NECK - MICROGNATHIA - HYPOPLASTIC NIPPLES SYNDROME
17789,idiopathic linear interstitial keratitis,IDIOPATHIC LINEAR INTERSTITIAL KERATITIS
17790,gastric adenocarcinoma and proximal polyposis of the stomach,GASTRIC ADENOCARCINOMA AND PROXIMAL POLYPOSIS OF THE STOMACH
17793,marfanoid habitus-inguinal hernia-advanced bone age syndrome,MARFANOID HABITUS-INGUINAL HERNIA-ADVANCED BONE AGE SYNDROME
17798,Spigelian hernia-cryptorchidism syndrome,SPIGELIAN HERNIA-CRYPTORCHIDISM SYNDROME
17799,Meigs syndrome,MEIGS SYNDROME
17800,pseudo-Meigs syndrome,PSEUDO-MEIGS SYNDROME
17801,atypical Meigs syndrome,ATYPICAL MEIGS SYNDROME
17803,primary progressive apraxia of speech,PRIMARY PROGRESSIVE APRAXIA OF SPEECH
17804,autosomal recessive leukoencephalopathy-ischemic stroke-retinitis pigmentosa syndrome,AUTOSOMAL RECESSIVE LEUKOENCEPHALOPATHY-ISCHEMIC STROKE-RETINITIS PIGMENTOSA SYNDROME
17807,growing teratoma syndrome,GROWING TERATOMA SYNDROME
17812,segmental progressive overgrowth syndrome with fibroadipose hyperplasia,SEGMENTAL PROGRESSIVE OVERGROWTH SYNDROME WITH FIBROADIPOSE HYPERPLASIA
17815,acquired porencephaly,ACQUIRED PORENCEPHALY
17816_17817,primary amyloidosis,PRIMARY AMYLOIDOSIS
17818,lethal arteriopathy syndrome due to fibulin-4 deficiency,LETHAL ARTERIOPATHY SYNDROME DUE TO FIBULIN-4 DEFICIENCY
17819,atypical dentin dysplasia due to SMOC2 deficiency,ATYPICAL DENTIN DYSPLASIA DUE TO SMOC2 DEFICIENCY
17825,silent pituitary adenoma,SILENT PITUITARY ADENOMA
17826,null pituitary adenoma,NULL PITUITARY ADENOMA
17832,mycobacterium xenopi infection,MYCOBACTERIUM XENOPI INFECTION
17833,primary hypereosinophilic syndrome,PRIMARY HYPEREOSINOPHILIC SYNDROME
17835,lymphocytic hypereosinophilic syndrome,LYMPHOCYTIC HYPEREOSINOPHILIC SYNDROME
17839,"classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency, salt wasting form","CLASSIC CONGENITAL ADRENAL HYPERPLASIA DUE TO 21-HYDROXYLASE DEFICIENCY, SALT WASTING FORM"
17840,"classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency, simple virilizing form","CLASSIC CONGENITAL ADRENAL HYPERPLASIA DUE TO 21-HYDROXYLASE DEFICIENCY, SIMPLE VIRILIZING FORM"
17849,Siegler-Brewer-Carey syndrome,SIEGLER-BREWER-CAREY SYNDROME
17862,paraquat poisoning,PARAQUAT POISONING
17866,subpulmonary stenosis,SUBPULMONARY STENOSIS
17870,supravalvular pulmonary stenosis,SUPRAVALVULAR PULMONARY STENOSIS
17871,bilateral massive adrenal hemorrhage,BILATERAL MASSIVE ADRENAL HEMORRHAGE
17874,Argentine hemorrhagic fever,ARGENTINE HEMORRHAGIC FEVER
17875,Bolivian hemorrhagic fever,BOLIVIAN HEMORRHAGIC FEVER
17876,Venezuelan hemorrhagic fever,VENEZUELAN HEMORRHAGIC FEVER
17877,Brazilian hemorrhagic fever,BRAZILIAN HEMORRHAGIC FEVER
17878,Chapare hemorrhagic fever,CHAPARE HEMORRHAGIC FEVER
17879,hantavirus pulmonary syndrome,HANTAVIRUS PULMONARY SYNDROME
17882,Omsk hemorrhagic fever,OMSK HEMORRHAGIC FEVER
17887,renal cell carcinoma associated with neuroblastoma,RENAL CELL CARCINOMA ASSOCIATED WITH NEUROBLASTOMA
17890,tubulocystic renal cell carcinoma,TUBULOCYSTIC RENAL CELL CARCINOMA
17900,autosomal recessive mendelian susceptibility to mycobacterial diseases due to complete IFNgammaR2 deficiency,AUTOSOMAL RECESSIVE MENDELIAN SUSCEPTIBILITY TO MYCOBACTERIAL DISEASES DUE TO COMPLETE IFNGAMMAR2 DEFICIENCY
17901,autosomal recessive mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR1 deficiency,AUTOSOMAL RECESSIVE MENDELIAN SUSCEPTIBILITY TO MYCOBACTERIAL DISEASES DUE TO PARTIAL IFNGAMMAR1 DEFICIENCY
17902,autosomal recessive mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR2 deficiency,AUTOSOMAL RECESSIVE MENDELIAN SUSCEPTIBILITY TO MYCOBACTERIAL DISEASES DUE TO PARTIAL IFNGAMMAR2 DEFICIENCY
17903,autosomal dominant mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR2 deficiency,AUTOSOMAL DOMINANT MENDELIAN SUSCEPTIBILITY TO MYCOBACTERIAL DISEASES DUE TO PARTIAL IFNGAMMAR2 DEFICIENCY
17906,amyloidosis cutis dyschromia,AMYLOIDOSIS CUTIS DYSCHROMIA
17907,primary lymphoma of the conjunctiva,PRIMARY LYMPHOMA OF THE CONJUNCTIVA
17925,T-cell immunodeficiency with epidermodysplasia verruciformis,T-CELL IMMUNODEFICIENCY WITH EPIDERMODYSPLASIA VERRUCIFORMIS
17926,multiple paragangliomas associated with polycythemia,MULTIPLE PARAGANGLIOMAS ASSOCIATED WITH POLYCYTHEMIA
17927,severe lateral tibial bowing with short stature,SEVERE LATERAL TIBIAL BOWING WITH SHORT STATURE
17929,congenital achiasma,CONGENITAL ACHIASMA
17930,mixed sclerosing bone dystrophy with extra-skeletal manifestations,MIXED SCLEROSING BONE DYSTROPHY WITH EXTRA-SKELETAL MANIFESTATIONS
17931,hereditary inclusion body myopathy type 4,HEREDITARY INCLUSION BODY MYOPATHY TYPE 4
17933,hypertrophic cardiomyopathy and renal tubular disease due to mitochondrial DNA mutation,HYPERTROPHIC CARDIOMYOPATHY AND RENAL TUBULAR DISEASE DUE TO MITOCHONDRIAL DNA MUTATION
17942,Hendra virus infection,HENDRA VIRUS INFECTION
17943,autoerythrocyte sensitization syndrome,AUTOERYTHROCYTE SENSITIZATION SYNDROME
17948,ABetaA21G amyloidosis,ABETAA21G AMYLOIDOSIS
17952,non-familial rare disease with dilated cardiomyopathy,NON-FAMILIAL RARE DISEASE WITH DILATED CARDIOMYOPATHY
17958,magic syndrome,MAGIC SYNDROME
17963,"46,XX disorder of sex development induced by endogenous maternal-derived androgen","46,XX DISORDER OF SEX DEVELOPMENT INDUCED BY ENDOGENOUS MATERNAL-DERIVED ANDROGEN"
17964,"46,XX disorder of sex development induced by exogenous maternal-derived androgen","46,XX DISORDER OF SEX DEVELOPMENT INDUCED BY EXOGENOUS MATERNAL-DERIVED ANDROGEN"
17974,"46,XY disorder of sex development induced by maternal-exposure to endocrine disruptors","46,XY DISORDER OF SEX DEVELOPMENT INDUCED BY MATERNAL-EXPOSURE TO ENDOCRINE DISRUPTORS"
17980,syngnathia multiple anomalies,SYNGNATHIA MULTIPLE ANOMALIES
17981,syngnathia-cleft palate syndrome,SYNGNATHIA-CLEFT PALATE SYNDROME
17992,autoinflammatory syndrome with pyogenic bacterial infection and amylopectinosis,AUTOINFLAMMATORY SYNDROME WITH PYOGENIC BACTERIAL INFECTION AND AMYLOPECTINOSIS
17993,cerebral sinovenous thrombosis,CEREBRAL SINOVENOUS THROMBOSIS
17997,telecanthus-hypertelorism-strabismus-pes cavus syndrome,TELECANTHUS-HYPERTELORISM-STRABISMUS-PES CAVUS SYNDROME
18000,hereditary thrombocytosis with transverse limb defect,HEREDITARY THROMBOCYTOSIS WITH TRANSVERSE LIMB DEFECT
18001,inverse Klippel-Trenaunay syndrome,INVERSE KLIPPEL-TRENAUNAY SYNDROME
18003,limbic encephalitis with DPP6 antibodies,LIMBIC ENCEPHALITIS WITH DPP6 ANTIBODIES
18007,mosaic genome-wide paternal uniparental disomy,MOSAIC GENOME-WIDE PATERNAL UNIPARENTAL DISOMY
18008,idiopathic giant cell myocarditis,IDIOPATHIC GIANT CELL MYOCARDITIS
18009,non-hypoproteinemic hypertrophic gastropathy,NON-HYPOPROTEINEMIC HYPERTROPHIC GASTROPATHY
18014,transient neonatal multiple acyl-CoA dehydrogenase deficiency,TRANSIENT NEONATAL MULTIPLE ACYL-COA DEHYDROGENASE DEFICIENCY
18016,classic neuroendocrine tumor of appendix,CLASSIC NEUROENDOCRINE TUMOR OF APPENDIX
18022,hemoglobin Lepore-beta-thalassemia syndrome,HEMOGLOBIN LEPORE-BETA-THALASSEMIA SYNDROME
18039,selective IgM deficiency,SELECTIVE IGM DEFICIENCY
18046,thrombocytopenia-robin sequence syndrome,THROMBOCYTOPENIA-ROBIN SEQUENCE SYNDROME
18047,familial thrombomodulin anomalies,FAMILIAL THROMBOMODULIN ANOMALIES
18062,autosomal dominant trichoodontoonychodysplasia-syndactyly,AUTOSOMAL DOMINANT TRICHOODONTOONYCHODYSPLASIA-SYNDACTYLY
18064,trigonocephaly-broad thumbs syndrome,TRIGONOCEPHALY-BROAD THUMBS SYNDROME
18083,transient tyrosinemia of the newborn,TRANSIENT TYROSINEMIA OF THE NEWBORN
18084,Uhl anomaly,UHL ANOMALY
18107,idiopathic recurrent and disabling cutaneous herpes,IDIOPATHIC RECURRENT AND DISABLING CUTANEOUS HERPES
18108,idiopathic disseminated cytomegalovirus infection,IDIOPATHIC DISSEMINATED CYTOMEGALOVIRUS INFECTION
18109,fulminant viral hepatitis,FULMINANT VIRAL HEPATITIS
18110,lethal idiopathic viral infection,LETHAL IDIOPATHIC VIRAL INFECTION
18111,idiopathic severe pneumococcemia,IDIOPATHIC SEVERE PNEUMOCOCCEMIA
18122,digital anomalies-intellectual disability-short stature syndrome,DIGITAL ANOMALIES-INTELLECTUAL DISABILITY-SHORT STATURE SYNDROME
18124,Oncogenic osteomalacia,ONCOGENIC OSTEOMALACIA
18125,focal epilepsy-intellectual disability-cerebro-cerebellar malformation,FOCAL EPILEPSY-INTELLECTUAL DISABILITY-CEREBRO-CEREBELLAR MALFORMATION
18127,16q24.1 microdeletion syndrome,16Q24.1 MICRODELETION SYNDROME
18128,phalangeal microgeodic syndrome,PHALANGEAL MICROGEODIC SYNDROME
18139,scleredema,SCLEREDEMA
18141,"pyruvate carboxylase deficiency, infantile form","PYRUVATE CARBOXYLASE DEFICIENCY, INFANTILE FORM"
18142,"pyruvate carboxylase deficiency, severe neonatal type","PYRUVATE CARBOXYLASE DEFICIENCY, SEVERE NEONATAL TYPE"
18143,"pyruvate carboxylase deficiency, benign type","PYRUVATE CARBOXYLASE DEFICIENCY, BENIGN TYPE"
18145,congenital retinal arteriovenous communication,CONGENITAL RETINAL ARTERIOVENOUS COMMUNICATION
18146_18147,idiopathic macular telangiectasia,IDIOPATHIC MACULAR TELANGIECTASIA
18148,vasoproliferative tumor of retina,VASOPROLIFERATIVE TUMOR OF RETINA
18152,serpiginous choroiditis,SERPIGINOUS CHOROIDITIS
18154_17556_17557,Madelung deformity,MADELUNG DEFORMITY
18156,3q26q27 microdeletion syndrome,3Q26Q27 MICRODELETION SYNDROME
18159,atypical hemolytic-uremic syndrome with DGKE deficiency,ATYPICAL HEMOLYTIC-UREMIC SYNDROME WITH DGKE DEFICIENCY
18161,non-hereditary retinoblastoma,NON-HEREDITARY RETINOBLASTOMA
18164,arterial thoracic outlet syndrome,ARTERIAL THORACIC OUTLET SYNDROME
18165,venous thoracic outlet syndrome,VENOUS THORACIC OUTLET SYNDROME
18173,acute opioid poisoning,ACUTE OPIOID POISONING
18181,staphylococcal scalded skin syndrome,STAPHYLOCOCCAL SCALDED SKIN SYNDROME
18192,paratesticular adenocarcinoma,PARATESTICULAR ADENOCARCINOMA
18197,"mitochondrial DNA depletion syndrome, hepatocerebrorenal form","MITOCHONDRIAL DNA DEPLETION SYNDROME, HEPATOCEREBRORENAL FORM"
18199,new-onset refractory status epilepticus,NEW-ONSET REFRACTORY STATUS EPILEPTICUS
18206,childhood-onset autosomal recessive myopathy with external ophthalmoplegia,CHILDHOOD-ONSET AUTOSOMAL RECESSIVE MYOPATHY WITH EXTERNAL OPHTHALMOPLEGIA
18207,2p13.2 microdeletion syndrome,2P13.2 MICRODELETION SYNDROME
18211,Balint syndrome,BALINT SYNDROME
18223,systemic Epstein-Barr virus-positive T-cell lymphoproliferative disease of childhood,SYSTEMIC EPSTEIN-BARR VIRUS-POSITIVE T-CELL LYMPHOPROLIFERATIVE DISEASE OF CHILDHOOD
18224,hydroa vacciniforme-like lymphoma,HYDROA VACCINIFORME-LIKE LYMPHOMA
18226,infantile epileptic-dyskinetic encephalopathy,INFANTILE EPILEPTIC-DYSKINETIC ENCEPHALOPATHY
18228,bipartite talus,BIPARTITE TALUS
18245,2p21 microdeletion syndrome without cystinuria,2P21 MICRODELETION SYNDROME WITHOUT CYSTINURIA
18249,finger hyperphalangy - toe anomalies - severe pectus excavatum syndrome,FINGER HYPERPHALANGY - TOE ANOMALIES - SEVERE PECTUS EXCAVATUM SYNDROME
18252,focal palmoplantar keratoderma with joint keratoses,FOCAL PALMOPLANTAR KERATODERMA WITH JOINT KERATOSES
18255,"spondylometaphyseal dysplasia, Czarny-Ratajczak type","SPONDYLOMETAPHYSEAL DYSPLASIA, CZARNY-RATAJCZAK TYPE"
18258,Angora hair nevus,ANGORA HAIR NEVUS
18259,didymosis aplasticosebacea,DIDYMOSIS APLASTICOSEBACEA
18260,scalp syndrome,SCALP SYNDROME
18261,Nevada syndrome,NEVADA SYNDROME
18263,fetal carbamazepine syndrome,FETAL CARBAMAZEPINE SYNDROME
18267,combined cervical dystonia,COMBINED CERVICAL DYSTONIA
18268,Medich giant platelet syndrome,MEDICH GIANT PLATELET SYNDROME
18269,white platelet syndrome,WHITE PLATELET SYNDROME
18302,acquired kinky hair syndrome,ACQUIRED KINKY HAIR SYNDROME
18308,liver mesenchymal hamartoma,LIVER MESENCHYMAL HAMARTOMA
18311,acromelanosis,ACROMELANOSIS
18314,infantile-onset mesial temporal lobe epilepsy with severe cognitive regression,INFANTILE-ONSET MESIAL TEMPORAL LOBE EPILEPSY WITH SEVERE COGNITIVE REGRESSION
18315,X-linked osteoporosis with fractures,X-LINKED OSTEOPOROSIS WITH FRACTURES
18316,fatal post-viral neurodegenerative disorder,FATAL POST-VIRAL NEURODEGENERATIVE DISORDER
18317,growth retardation-mild developmental delay-chronic hepatitis syndrome,GROWTH RETARDATION-MILD DEVELOPMENTAL DELAY-CHRONIC HEPATITIS SYNDROME
18332,"multiple acyl-CoA dehydrogenase deficiency, severe neonatal type","MULTIPLE ACYL-COA DEHYDROGENASE DEFICIENCY, SEVERE NEONATAL TYPE"
18333,"multiple acyl-CoA dehydrogenase deficiency, mild type","MULTIPLE ACYL-COA DEHYDROGENASE DEFICIENCY, MILD TYPE"
