drugbank_id,drug_name,drug_name_upper
DB02532,"2,4,6-Triaminoquinazoline","2,4,6-TRIAMINOQUINAZOLINE"
DB07689,"METHYL 1-(4-{[(2,4-DIAMINOPTERIDIN-6-YL)METHYL]AMINO}BENZOYL)PIPERIDINE-4-CARBOXYLATE","METHYL 1-(4-{[(2,4-DIAMINOPTERIDIN-6-YL)METHYL]AMINO}BENZOYL)PIPERIDINE-4-CARBOXYLATE"
DB07765,"METHYL 1-(4-{[(2,4-DIAMINOPTERIDIN-6-YL)METHYL](METHYL)AMINO}BENZOYL)PIPERIDINE-4-CARBOXYLATE","METHYL 1-(4-{[(2,4-DIAMINOPTERIDIN-6-YL)METHYL](METHYL)AMINO}BENZOYL)PIPERIDINE-4-CARBOXYLATE"
DB07546,[1-(6-{6-[(1-methylethyl)amino]-1H-indazol-1-yl}pyrazin-2-yl)-1H-pyrrol-3-yl]acetic acid,[1-(6-{6-[(1-METHYLETHYL)AMINO]-1H-INDAZOL-1-YL}PYRAZIN-2-YL)-1H-PYRROL-3-YL]ACETIC ACID
DB02938,Heptanoic acid,HEPTANOIC ACID
DB03565,1-O-Octyl-2-Heptylphosphonyl-Sn-Glycero-3-Phosphoethanolamine,1-O-OCTYL-2-HEPTYLPHOSPHONYL-SN-GLYCERO-3-PHOSPHOETHANOLAMINE
DB03587,Pyruvaldehyde,PYRUVALDEHYDE
DB07657,PHOSPHONIC ACID 2-DODECANOYLAMINO-HEXYL ESTER PROPYL ESTER,PHOSPHONIC ACID 2-DODECANOYLAMINO-HEXYL ESTER PROPYL ESTER
DB07836,1-DECYL-3-TRIFLUORO ETHYL-SN-GLYCERO-2-PHOSPHOMETHANOL,1-DECYL-3-TRIFLUORO ETHYL-SN-GLYCERO-2-PHOSPHOMETHANOL
DB01929,"5-Chloryl-2,4,6-Quinazolinetriamine","5-CHLORYL-2,4,6-QUINAZOLINETRIAMINE"
DB01958,"5-[4-Tert-Butylphenylsulfanyl]-2,4-Quinazolinediamine","5-[4-TERT-BUTYLPHENYLSULFANYL]-2,4-QUINAZOLINEDIAMINE"
DB02001,"5-(4-Morpholin-4-Yl-Phenylsulfanyl)-2,4-Quinazolinediamine","5-(4-MORPHOLIN-4-YL-PHENYLSULFANYL)-2,4-QUINAZOLINEDIAMINE"
DB02402,"5-(4-Methoxyphenoxy)-2,4-Quinazolinediamine","5-(4-METHOXYPHENOXY)-2,4-QUINAZOLINEDIAMINE"
DB04163,"5-Phenylsulfanyl-2,4-Quinazolinediamine","5-PHENYLSULFANYL-2,4-QUINAZOLINEDIAMINE"
DB04306,"5-[(4-Methylphenyl)Sulfanyl]-2,4-Quinazolinediamine","5-[(4-METHYLPHENYL)SULFANYL]-2,4-QUINAZOLINEDIAMINE"
DB07862,"7-(1-ETHYL-PROPYL)-7H-PYRROLO-[3,2-F]QUINAZOLINE-1,3-DIAMINE","7-(1-ETHYL-PROPYL)-7H-PYRROLO-[3,2-F]QUINAZOLINE-1,3-DIAMINE"
DB08203,"7-[2-METHOXY-1-(METHOXYMETHYL)ETHYL]-7H-PYRROLO[3,2-F] QUINAZOLINE-1,3-DIAMINE","7-[2-METHOXY-1-(METHOXYMETHYL)ETHYL]-7H-PYRROLO[3,2-F] QUINAZOLINE-1,3-DIAMINE"
DB07608,N-(5-{[(2S)-4-amino-2-(3-chlorophenyl)butanoyl]amino}-1H-indazol-3-yl)benzamide,N-(5-{[(2S)-4-AMINO-2-(3-CHLOROPHENYL)BUTANOYL]AMINO}-1H-INDAZOL-3-YL)BENZAMIDE
DB05447,AVI-4557,AVI-4557
DB07853,"2-[4-[4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]quinazolin-2-yl]iminocyclohexa-2,5-dien-1-yl]acetonitrile","2-[4-[4-[(5-CYCLOPROPYL-1H-PYRAZOL-3-YL)AMINO]QUINAZOLIN-2-YL]IMINOCYCLOHEXA-2,5-DIEN-1-YL]ACETONITRILE"
DB07677,"2-methyl-3,5,7,8-tetrahydro-4H-thiopyrano[4,3-d]pyrimidin-4-one","2-METHYL-3,5,7,8-TETRAHYDRO-4H-THIOPYRANO[4,3-D]PYRIMIDIN-4-ONE"
DB08058,"4-[3-(1,4-diazepan-1-ylcarbonyl)-4-fluorobenzyl]phthalazin-1(2H)-one","4-[3-(1,4-DIAZEPAN-1-YLCARBONYL)-4-FLUOROBENZYL]PHTHALAZIN-1(2H)-ONE"
DB08348,"N~2~,N~2~-DIMETHYL-N~1~-(6-OXO-5,6-DIHYDROPHENANTHRIDIN-2-YL)GLYCINAMIDE","N~2~,N~2~-DIMETHYL-N~1~-(6-OXO-5,6-DIHYDROPHENANTHRIDIN-2-YL)GLYCINAMIDE"
DB02750,S-(Methylmercury)-L-Cysteine,S-(METHYLMERCURY)-L-CYSTEINE
DB07740,"(7R,12R,13R)-13-formyl-12,14-dihydroxy-3,5,7-trimethyltetradeca-2,4-dienoic acid","(7R,12R,13R)-13-FORMYL-12,14-DIHYDROXY-3,5,7-TRIMETHYLTETRADECA-2,4-DIENOIC ACID"
DB15568,MRTX849,MRTX849
DB15569,AMG-510,AMG-510
DB04119,Hexatantalum Dodecabromide,HEXATANTALUM DODECABROMIDE
DB07766,"(2Z,3E)-2,3'-biindole-2',3(1H,1'H)-dione 3-{O-[(3R)-3,4-dihydroxybutyl]oxime}","(2Z,3E)-2,3'-BIINDOLE-2',3(1H,1'H)-DIONE 3-{O-[(3R)-3,4-DIHYDROXYBUTYL]OXIME}"
DB07814,Gibberellic acid,GIBBERELLIC ACID
DB07815,Gibberellin A4,GIBBERELLIN A4
DB07837,"[4-(5-naphthalen-2-yl-1H-pyrrolo[2,3-b]pyridin-3-yl)phenyl]acetic acid","[4-(5-NAPHTHALEN-2-YL-1H-PYRROLO[2,3-B]PYRIDIN-3-YL)PHENYL]ACETIC ACID"
DB08191,"4-(5-phenyl-1H-pyrrolo[2,3-b]pyridin-3-yl)benzoic acid","4-(5-PHENYL-1H-PYRROLO[2,3-B]PYRIDIN-3-YL)BENZOIC ACID"
DB02185,"2,4-Dihydroxy-7-(Methyloxy)-2h-1,4-Benzoxazin-3(4h)-One","2,4-DIHYDROXY-7-(METHYLOXY)-2H-1,4-BENZOXAZIN-3(4H)-ONE"
DB03430,(S)-4-hydroxymandelonitrile,(S)-4-HYDROXYMANDELONITRILE
DB08430,PARA-NITROPHENYL 1-THIO-BETA-D-GLUCOPYRANOSIDE,PARA-NITROPHENYL 1-THIO-BETA-D-GLUCOPYRANOSIDE
DB07901,5-CHLORO-6-METHYL-N-(2-PHENYLETHYL)-2-PYRIDIN-2-YLPYRIMIDIN-4-AMINE,5-CHLORO-6-METHYL-N-(2-PHENYLETHYL)-2-PYRIDIN-2-YLPYRIMIDIN-4-AMINE
DB07902,"TERT-BUTYL {2-[(1,3-THIAZOL-2-YLAMINO)CARBONYL]PYRIDIN-3-YL}CARBAMATE","TERT-BUTYL {2-[(1,3-THIAZOL-2-YLAMINO)CARBONYL]PYRIDIN-3-YL}CARBAMATE"
DB07903,"3-[(2,2-DIMETHYLPROPANOYL)AMINO]-N-1,3-THIAZOL-2-YLPYRIDINE-2-CARBOXAMIDE","3-[(2,2-DIMETHYLPROPANOYL)AMINO]-N-1,3-THIAZOL-2-YLPYRIDINE-2-CARBOXAMIDE"
DB07908,7-HYDROXY-4-METHYL-3-(2-HYDROXY-ETHYL)COUMARIN,7-HYDROXY-4-METHYL-3-(2-HYDROXY-ETHYL)COUMARIN
DB07912,2-OXOHEPTYLPHOSPHONIC ACID,2-OXOHEPTYLPHOSPHONIC ACID
DB07930,(3R)-3-HYDROXYDODECANOIC ACID,(3R)-3-HYDROXYDODECANOIC ACID
DB07970,5-[(2-methyl-5-{[3-(trifluoromethyl)phenyl]carbamoyl}phenyl)amino]pyridine-3-carboxamide,5-[(2-METHYL-5-{[3-(TRIFLUOROMETHYL)PHENYL]CARBAMOYL}PHENYL)AMINO]PYRIDINE-3-CARBOXAMIDE
DB02838,"3,4-Dihydro-2h-Pyrrolium-5-Carboxylate","3,4-DIHYDRO-2H-PYRROLIUM-5-CARBOXYLATE"
DB02988,Imino-Tryptophan,IMINO-TRYPTOPHAN
DB03225,D-Tryptophan,D-TRYPTOPHAN
DB03531,Flavin-adenine dinucleotide-N5-isobutyl ketone,FLAVIN-ADENINE DINUCLEOTIDE-N5-ISOBUTYL KETONE
DB04166,Anthranilic acid,ANTHRANILIC ACID
DB07979,"(2E)-3-(3,4-DIHYDROXYPHENYL)-2-IMINOPROPANOIC ACID","(2E)-3-(3,4-DIHYDROXYPHENYL)-2-IMINOPROPANOIC ACID"
DB02570,PD150606,PD150606
DB08009,SU-11652,SU-11652
DB02497,L-Alpha-Glycerophosphorylserine,L-ALPHA-GLYCEROPHOSPHORYLSERINE
DB02846,L-thioproline,L-THIOPROLINE
DB02929,K201 free base,K201 FREE BASE
DB03484,sn-glycero-3-phosphoethanolamine,SN-GLYCERO-3-PHOSPHOETHANOLAMINE
DB08038,"L-alanyl-N-[(1S,2R)-1-benzyl-2-hydroxypropyl]-L-alaninamide","L-ALANYL-N-[(1S,2R)-1-BENZYL-2-HYDROXYPROPYL]-L-ALANINAMIDE"
DB01852,Kaempherol,KAEMPHEROL
DB04200,Matairesinol,MATAIRESINOL
DB05097,Labetuzumab,LABETUZUMAB
DB08235,N-[2-(2-methyl-1H-indol-3-yl)ethyl]thiophene-2-carboxamide,N-[2-(2-METHYL-1H-INDOL-3-YL)ETHYL]THIOPHENE-2-CARBOXAMIDE
DB08236,"(2S)-2-(3-bromophenyl)-3-(5-chloro-2-hydroxyphenyl)-1,3-thiazolidin-4-one","(2S)-2-(3-BROMOPHENYL)-3-(5-CHLORO-2-HYDROXYPHENYL)-1,3-THIAZOLIDIN-4-ONE"
DB08273,4-HYDROXY-5-IODO-3-NITROPHENYLACETYL-EPSILON-AMINOCAPROIC ACID ANION,4-HYDROXY-5-IODO-3-NITROPHENYLACETYL-EPSILON-AMINOCAPROIC ACID ANION
DB08295,4-HYDROXY-3-NITROPHENYLACETYL-EPSILON-AMINOCAPROIC ACID ANION,4-HYDROXY-3-NITROPHENYLACETYL-EPSILON-AMINOCAPROIC ACID ANION
DB08325,2-({6-[(3-Chlorophenyl)amino]-9-isopropyl-9H-purin-2-yl}amino)ethanol,2-({6-[(3-CHLOROPHENYL)AMINO]-9-ISOPROPYL-9H-PURIN-2-YL}AMINO)ETHANOL
DB08326,"2-(6-HYDROXY-1,3-BENZOTHIAZOL-2-YL)-1,3-THIAZOL-4(5H)-ONE","2-(6-HYDROXY-1,3-BENZOTHIAZOL-2-YL)-1,3-THIAZOL-4(5H)-ONE"
DB03223,Diphthamide,DIPHTHAMIDE
DB08356,"4-[4-(4-methoxyphenyl)-5-methyl-1H-pyrazol-3-yl]benzene-1,3-diol","4-[4-(4-METHOXYPHENYL)-5-METHYL-1H-PYRAZOL-3-YL]BENZENE-1,3-DIOL"
DB08373,"4,4'-BIS([H]METHYLSULFONYL)-2,2',5,5'-TETRACHLOROBIPHENYL","4,4'-BIS([H]METHYLSULFONYL)-2,2',5,5'-TETRACHLOROBIPHENYL"
DB08378,"4-[4-(2,5-DIOXO-PYRROLIDIN-1-YL)-PHENYLAMINO]-4-HYDROXY-BUTYRIC ACID","4-[4-(2,5-DIOXO-PYRROLIDIN-1-YL)-PHENYLAMINO]-4-HYDROXY-BUTYRIC ACID"
DB02580,Pentaglyme,PENTAGLYME
DB08396,"4-{[(Z)-(5-oxo-2-phenyl-1,3-oxazol-4(5H)-ylidene)methyl]amino}butanoic acid","4-{[(Z)-(5-OXO-2-PHENYL-1,3-OXAZOL-4(5H)-YLIDENE)METHYL]AMINO}BUTANOIC ACID"
DB08635,N-(TRANS-4'-NITRO-4-STILBENYL)-N-METHYL-5-AMINO-PENTANOIC ACID,N-(TRANS-4'-NITRO-4-STILBENYL)-N-METHYL-5-AMINO-PENTANOIC ACID
DB01760,2-Methoxy-3-Isopropylpyrazine,2-METHOXY-3-ISOPROPYLPYRAZINE
DB02924,"(4R)-limonene 1α,2α-epoxide","(4R)-LIMONENE 1Α,2Α-EPOXIDE"
DB03087,2-(Sec-Butyl)Thiazole,2-(SEC-BUTYL)THIAZOLE
DB03711,6-Hydroxy-6-Methyl-Heptan-3-One,6-HYDROXY-6-METHYL-HEPTAN-3-ONE
DB04512,2-Isobutyl-3-methoxypyrazine,2-ISOBUTYL-3-METHOXYPYRAZINE
DB08454,N-(5-METHYL-1H-PYRAZOL-3-YL)-2-PHENYLQUINAZOLIN-4-AMINE,N-(5-METHYL-1H-PYRAZOL-3-YL)-2-PHENYLQUINAZOLIN-4-AMINE
DB03062,(1-Methyl-1h-Imidazol-2-Yl)-(3-Methyl-4-{3-[(Pyridin-3-Ylmethyl)-Amino]-Propoxy}-Benzofuran-2-Yl)-Methanone,(1-METHYL-1H-IMIDAZOL-2-YL)-(3-METHYL-4-{3-[(PYRIDIN-3-YLMETHYL)-AMINO]-PROPOXY}-BENZOFURAN-2-YL)-METHANONE
DB04472,(R)-1-Para-Nitro-Phenyl-2-Azido-Ethanol,(R)-1-PARA-NITRO-PHENYL-2-AZIDO-ETHANOL
DB02376,"D-gluconhydroximo-1,5-lactam","D-GLUCONHYDROXIMO-1,5-LACTAM"
DB03389,alpha-D-Xylopyranose,ALPHA-D-XYLOPYRANOSE
DB04282,2-deoxy-2-fluoro-α-D-glucose,2-DEOXY-2-FLUORO-Α-D-GLUCOSE
DB04564,Gluconolactone,GLUCONOLACTONE
DB04659,"(1S,2S,3R,4S,5S)-2,3,4-TRIHYDROXY-5-(HYDROXYMETHYL)CYCLOHEXYL (1E)-2-PHENYL-N-(SULFOOXY)ETHANIMIDOTHIOATE","(1S,2S,3R,4S,5S)-2,3,4-TRIHYDROXY-5-(HYDROXYMETHYL)CYCLOHEXYL (1E)-2-PHENYL-N-(SULFOOXY)ETHANIMIDOTHIOATE"
DB04779,ETHYL (1E)-2-PHENYL-N-(SULFOOXY)ETHANIMIDOTHIOATE,ETHYL (1E)-2-PHENYL-N-(SULFOOXY)ETHANIMIDOTHIOATE
DB08574,"(5R)-2-sulfanyl-5-[4-(trifluoromethyl)benzyl]-1,3-thiazol-4(5H)-one","(5R)-2-SULFANYL-5-[4-(TRIFLUOROMETHYL)BENZYL]-1,3-THIAZOL-4(5H)-ONE"
DB08590,1-(3-HYDROXYPROPYL)-2-[(3-NITROBENZOYL)AMINO]-1H-BENZIMIDAZOL-5-YL PIVALATE,1-(3-HYDROXYPROPYL)-2-[(3-NITROBENZOYL)AMINO]-1H-BENZIMIDAZOL-5-YL PIVALATE
DB08608,"4-({(2R,5S)-2,5-DIMETHYL-4-[(2R)-3,3,3-TRIFLUORO-2-HYDROXY-2-METHYLPROPANOYL]PIPERAZIN-1-YL}CARBONYL)BENZONITRILE","4-({(2R,5S)-2,5-DIMETHYL-4-[(2R)-3,3,3-TRIFLUORO-2-HYDROXY-2-METHYLPROPANOYL]PIPERAZIN-1-YL}CARBONYL)BENZONITRILE"
DB08609,"(2R)-N-{4-[Ethyl(phenyl)sulfamoyl]-2-methylphenyl}-3,3,3-trifluoro-2-hydroxy-2-methylpropanamide","(2R)-N-{4-[ETHYL(PHENYL)SULFAMOYL]-2-METHYLPHENYL}-3,3,3-TRIFLUORO-2-HYDROXY-2-METHYLPROPANAMIDE"
DB08610,N-(2-AMINOETHYL)-2-{3-CHLORO-4-[(4-ISOPROPYLBENZYL)OXY]PHENYL} ACETAMIDE,N-(2-AMINOETHYL)-2-{3-CHLORO-4-[(4-ISOPROPYLBENZYL)OXY]PHENYL} ACETAMIDE
DB08612,"1,1,1-TRIFLUORO-3-(OCTYLTHIO)ACETONE","1,1,1-TRIFLUORO-3-(OCTYLTHIO)ACETONE"
DB08655,"9-ACETYL-2,3,4,9-TETRAHYDRO-1H-CARBAZOL-1-ONE","9-ACETYL-2,3,4,9-TETRAHYDRO-1H-CARBAZOL-1-ONE"
DB08688,2-Undecanone,2-UNDECANONE
DB08699,"1-tert-butyl-3-(3-methylbenzyl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine","1-TERT-BUTYL-3-(3-METHYLBENZYL)-1H-PYRAZOLO[3,4-D]PYRIMIDIN-4-AMINE"
DB08703,"12-(2-hydroxyethyl)-2-(1-methylethoxy)-13,14-dihydronaphtho[2,1-a]pyrrolo[3,4-c]carbazol-5(12H)-one","12-(2-HYDROXYETHYL)-2-(1-METHYLETHOXY)-13,14-DIHYDRONAPHTHO[2,1-A]PYRROLO[3,4-C]CARBAZOL-5(12H)-ONE"
DB08784,2-(4-CHLORO-PHENYLAMINO)-NICOTINIC ACID,2-(4-CHLORO-PHENYLAMINO)-NICOTINIC ACID
DB03344,"Inositol-(1,3,4,5,6)-Pentakisphosphate","INOSITOL-(1,3,4,5,6)-PENTAKISPHOSPHATE"
DB02745,Uridine,URIDINE
DB03158,"D-Myo-Inositol-1,4-Bisphosphate","D-MYO-INOSITOL-1,4-BISPHOSPHATE"
DB01756,4-phospho-L-threonic acid,4-PHOSPHO-L-THREONIC ACID
DB02201,Malonate Ion,MALONATE ION
DB04436,3-Fluoro-L-tyrosine,3-FLUORO-L-TYROSINE
DB02761,S-Mercaptocysteine,S-MERCAPTOCYSTEINE
DB01870,"1,4-dithio-alpha-D-glucopyranose","1,4-DITHIO-ALPHA-D-GLUCOPYRANOSE"
DB02730,4-Methylthio-Alpha-D-Mannose,4-METHYLTHIO-ALPHA-D-MANNOSE
DB03277,alpha-maltotriose,ALPHA-MALTOTRIOSE
DB03323,Maltose,MALTOSE
DB01969,Trifluoroacetonyl coenzyme A,TRIFLUOROACETONYL COENZYME A
DB03182,alpha-Fluoro-carboxymethyldethia coenzyme A complex,ALPHA-FLUORO-CARBOXYMETHYLDETHIA COENZYME A COMPLEX
DB04230,Nitromethyldethia coenzyme A,NITROMETHYLDETHIA COENZYME A
DB01709,2-phospho-D-glyceric acid,2-PHOSPHO-D-GLYCERIC ACID
DB03645,Phosphonoacetohydroxamic Acid,PHOSPHONOACETOHYDROXAMIC ACID
DB02835,"Alpha-D-Glucose 1,6-Bisphosphate","ALPHA-D-GLUCOSE 1,6-BISPHOSPHATE"
DB04397,Alpha-D-Glucose-1-Phosphate-6-Vanadate,ALPHA-D-GLUCOSE-1-PHOSPHATE-6-VANADATE
DB01681,Benzene Hexacarboxylic Acid,BENZENE HEXACARBOXYLIC ACID
DB01710,Porphyrin Fe(III),PORPHYRIN FE(III)
DB01826,N-Butyl Isocyanide,N-BUTYL ISOCYANIDE
DB02396,Methylethylamine,METHYLETHYLAMINE
DB02528,Tetrazolyl Histidine,TETRAZOLYL HISTIDINE
DB02646,Nitrosoethane,NITROSOETHANE
DB02671,1-Methylimidazole,1-METHYLIMIDAZOLE
DB03399,Ethyl Isocyanide,ETHYL ISOCYANIDE
DB04050,N-Propyl Isocyanide,N-PROPYL ISOCYANIDE
DB04337,Isocyanomethane,ISOCYANOMETHANE
DB11588,Carbon monoxide,CARBON MONOXIDE
DB02890,6-hydroxyuridine-5'-phosphate,6-HYDROXYURIDINE-5'-PHOSPHATE
DB02082,Phosphoaminophosphonic acid guanylate ester,PHOSPHOAMINOPHOSPHONIC ACID GUANYLATE ESTER
DB01989,Methyl N-{[(1R)-1-({1-[(benzyloxy)carbonyl]-L-prolyl-6-ammonio-L-norleucyl}amino)-2-phenylethyl](hydroxy)phosphoryl}-L-alanyl-L-prolinate,METHYL N-{[(1R)-1-({1-[(BENZYLOXY)CARBONYL]-L-PROLYL-6-AMMONIO-L-NORLEUCYL}AMINO)-2-PHENYLETHYL](HYDROXY)PHOSPHORYL}-L-ALANYL-L-PROLINATE
DB01818,O3-Sulfonylgalactose,O3-SULFONYLGALACTOSE
DB01979,Methyl alpha-D-mannoside,METHYL ALPHA-D-MANNOSIDE
DB02837,4-(Hydrogen sulfate)-beta-D-galactopyranose,4-(HYDROGEN SULFATE)-BETA-D-GALACTOPYRANOSE
DB03194,Methyl beta-L-fucopyranoside,METHYL BETA-L-FUCOPYRANOSIDE
DB03879,alpha-L-methyl-fucose,ALPHA-L-METHYL-FUCOSE
DB04426,Alpha-Methyl-N-Acetyl-D-Glucosamine,ALPHA-METHYL-N-ACETYL-D-GLUCOSAMINE
DB02189,"2',3'-Dideoxyadenosine triphosphate","2',3'-DIDEOXYADENOSINE TRIPHOSPHATE"
DB03956,"Inositol 2,4,5-trisphosphate","INOSITOL 2,4,5-TRISPHOSPHATE"
DB04396,Thiodigalactoside,THIODIGALACTOSIDE
DB01272,Alglucosidase alfa,ALGLUCOSIDASE ALFA
DB02755,1-3 Sugar Ring of Pentamannosyl 6-Phosphate,1-3 SUGAR RING OF PENTAMANNOSYL 6-PHOSPHATE
DB04661,cis-tetracosenoyl sulfatide,CIS-TETRACOSENOYL SULFATIDE
DB01840,2-Deoxy-D-Glucitol 6-(E)-Vinylhomophosphonate,2-DEOXY-D-GLUCITOL 6-(E)-VINYLHOMOPHOSPHONATE
DB04516,2-Deoxy-Glucitol-6-Phosphate,2-DEOXY-GLUCITOL-6-PHOSPHATE
DB02563,Hexanoyl-CoA,HEXANOYL-COA
DB04117,"4-(N,N-Dimethylamino)cinnamoyl-CoA","4-(N,N-DIMETHYLAMINO)CINNAMOYL-COA"
DB02299,Arginineamide,ARGININEAMIDE
DB03964,4-Hydroxy-Aconitate Ion,4-HYDROXY-ACONITATE ION
DB04072,Alpha-Methylisocitric Acid,ALPHA-METHYLISOCITRIC ACID
DB04351,Aconitate Ion,ACONITATE ION
DB04562,Tricarballylic acid,TRICARBALLYLIC ACID
DB01902,"1-Ethyl-Pyrrolidine-2,5-Dione","1-ETHYL-PYRROLIDINE-2,5-DIONE"
DB01860,Cordycepin Triphosphate,CORDYCEPIN TRIPHOSPHATE
DB03896,Triphosphoric acid,TRIPHOSPHORIC ACID
DB09069,Trimetazidine,TRIMETAZIDINE
DB09552,Thonzonium,THONZONIUM
DB01666,D-Myo-Inositol-Hexasulphate,D-MYO-INOSITOL-HEXASULPHATE
DB01973,O-Benzylsulfonyl-Serine,O-BENZYLSULFONYL-SERINE
DB02418,"(R,R)-2,3-Butanediol","(R,R)-2,3-BUTANEDIOL"
DB01762,Acetoacetic acid,ACETOACETIC ACID
DB01832,4-[Hydroxy-[Methyl-Phosphinoyl]]-3-Oxo-Butanoic Acid,4-[HYDROXY-[METHYL-PHOSPHINOYL]]-3-OXO-BUTANOIC ACID
DB02467,L-methionine (S)-S-oxide,L-METHIONINE (S)-S-OXIDE
DB02035,Hexadecanesulfonyl fluoride,HEXADECANESULFONYL FLUORIDE
DB02028,"(1R,2R,3S,4R,6S)-3,4,6-Trihydroxy-5-{[(S)-hydroxy(3-hydroxy-2-oxopropoxy)phosphoryl]oxy}-1,2-cyclohexanediyl bis[dihydrogen (phosphate)]","(1R,2R,3S,4R,6S)-3,4,6-TRIHYDROXY-5-{[(S)-HYDROXY(3-HYDROXY-2-OXOPROPOXY)PHOSPHORYL]OXY}-1,2-CYCLOHEXANEDIYL BIS[DIHYDROGEN (PHOSPHATE)]"
DB01990,Cholesterol sulfate,CHOLESTEROL SULFATE
DB04156,Aspartate Beryllium Trifluoride,ASPARTATE BERYLLIUM TRIFLUORIDE
DB02681,"2,8-bis[oxido(oxo)vanadio]-1,1,1,3,5,5,7,7,9,9,9-undecaoxopentavanadoxane-2,8-diium","2,8-BIS[OXIDO(OXO)VANADIO]-1,1,1,3,5,5,7,7,9,9,9-UNDECAOXOPENTAVANADOXANE-2,8-DIIUM"
DB02542,(4s)-5-Fluoro-L-Leucine,(4S)-5-FLUORO-L-LEUCINE
DB02107,Leucine - Reduced Carbonyl,LEUCINE - REDUCED CARBONYL
DB02485,Cytidine-5'-Monophosphate-5-N-Acetylneuraminic Acid,CYTIDINE-5'-MONOPHOSPHATE-5-N-ACETYLNEURAMINIC ACID
DB04489,Guanidinoethylmercaptosuccinic acid,GUANIDINOETHYLMERCAPTOSUCCINIC ACID
DB01780,Fusicoccin,FUSICOCCIN
DB02039,S-Acetyl-Cysteine,S-ACETYL-CYSTEINE
DB02670,4-Deoxy-Alpha-D-Glucose,4-DEOXY-ALPHA-D-GLUCOSE
DB01777,CoA-S-trimethylene-acetyl-tryptamine,COA-S-TRIMETHYLENE-ACETYL-TRYPTAMINE
DB02931,CoA-s-acetyl tryptamine,COA-S-ACETYL TRYPTAMINE
DB03341,CoA-S-acetyl 5-bromotryptamine,COA-S-ACETYL 5-BROMOTRYPTAMINE
DB03179,Sinapoyl coenzyme A,SINAPOYL COENZYME A
DB03923,Feruloyl Coenzyme A,FERULOYL COENZYME A
DB03292,3-Phosphono-D-alanine,3-PHOSPHONO-D-ALANINE
DB05867,99mTc-14 F7 Mab,99MTC-14 F7 MAB
DB04676,Dansyllysine,DANSYLLYSINE
DB02623,Aminophosphonic acid-guanylate ester,AMINOPHOSPHONIC ACID-GUANYLATE ESTER
DB04527,beta-Hydroxyasparagine,BETA-HYDROXYASPARAGINE
DB03312,Brivudine,BRIVUDINE
DB04485,Thymidine,THYMIDINE
DB06775,Carglumic acid,CARGLUMIC ACID
DB06689,Ethanolamine oleate,ETHANOLAMINE OLEATE
DB08908,Dimethyl fumarate,DIMETHYL FUMARATE
DB05121,1D09C3,1D09C3
DB00189,Ethchlorvynol,ETHCHLORVYNOL
DB00475,Chlordiazepoxide,CHLORDIAZEPOXIDE
DB00801,Halazepam,HALAZEPAM
DB01489,Camazepam,CAMAZEPAM
DB01511,Delorazepam,DELORAZEPAM
DB01545,Ethyl loflazepate,ETHYL LOFLAZEPATE
DB01553,Cloxazolam,CLOXAZOLAM
DB01594,Cinolazepam,CINOLAZEPAM
DB13335,Pinazepam,PINAZEPAM
DB13437,Medazepam,MEDAZEPAM
DB13643,Loprazolam,LOPRAZOLAM
DB13837,Doxefazepam,DOXEFAZEPAM
DB13872,Lormetazepam,LORMETAZEPAM
DB14028,Nordazepam,NORDAZEPAM
DB14672,Oxazepam acetate,OXAZEPAM ACETATE
DB14715,Cinazepam,CINAZEPAM
DB14719,Bentazepam,BENTAZEPAM
DB09409,Magnesium acetate tetrahydrate,MAGNESIUM ACETATE TETRAHYDRATE
DB09481,Magnesium carbonate,MAGNESIUM CARBONATE
DB09304,Setiptiline,SETIPTILINE
DB09203,Synephrine,SYNEPHRINE
DB06707,Levonordefrin,LEVONORDEFRIN
DB11477,Xylazine,XYLAZINE
DB01365,Mephentermine,MEPHENTERMINE
DB11584,Pipradrol,PIPRADROL
DB00340,Metixene,METIXENE
DB13269,Dichlorobenzyl alcohol,DICHLOROBENZYL ALCOHOL
DB05559,NF-kappaB Decoy,NF-KAPPAB DECOY
DB00970,Dactinomycin,DACTINOMYCIN
DB00874,Guaifenesin,GUAIFENESIN
DB09331,Daratumumab,DARATUMUMAB
DB14811,Isatuximab,ISATUXIMAB
DB09029,Secukinumab,SECUKINUMAB
DB11569,Ixekizumab,IXEKIZUMAB
DB09302,Alirocumab,ALIROCUMAB
DB14901,Inclisiran,INCLISIRAN
DB09105,Asfotase alfa,ASFOTASE ALFA
DB09421,Protirelin,PROTIRELIN
DB14762,Risankizumab,RISANKIZUMAB
DB06579,Adipiplon,ADIPIPLON
DB13983,"5,7,2′-trihydroxy-6,8-dimethoxyflavone","5,7,2′-TRIHYDROXY-6,8-DIMETHOXYFLAVONE"
DB00653,Magnesium sulfate,MAGNESIUM SULFATE
DB15067,Volanesorsen,VOLANESORSEN
DB09536,Titanium dioxide,TITANIUM DIOXIDE
DB11132,Silicon dioxide,SILICON DIOXIDE
DB15495,Rocaglamide,ROCAGLAMIDE
DB15496,Didesmethylrocaglamide,DIDESMETHYLROCAGLAMIDE
DB04869,Olcegepant,OLCEGEPANT
DB14039,Erenumab,ERENUMAB
DB15688,Vazegepant,VAZEGEPANT
